,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,
2017-08-23-12-10-31,45.1477,193.1974,106.3689,98.1857,105.6407,142.6273,229.2617,299.8175,267.4845,132.1449,84.0648,42.2983,72.7796,42.5261,19.4137,
2017-08-23-12-13-13,45.3008,194.0786,106.7779,98.3280,105.7771,143.0404,229.5052,300.1348,267.5748,132.1792,84.1961,42.4055,73.0902,42.7577,19.2637,
2017-08-23-12-19-46,45.6758,193.1918,106.9190,97.5767,104.3824,142.1311,228.5878,297.8475,267.5410,132.2534,84.2512,42.4246,73.0007,43.6342,18.6484,
2017-08-23-12-32-31,45.2530,191.2385,106.7588,97.2503,103.9749,141.0932,226.3810,296.0125,266.6137,132.0078,83.9811,42.4151,73.2732,43.6706,18.4831,
2017-08-23-12-34-55,45.2759,191.1234,106.6960,97.2408,103.8233,140.9612,226.3564,295.2198,266.7246,131.8498,83.9526,42.3442,73.0102,43.7490,18.4965,
2017-08-23-16-36-42,43.1347,191.9595,103.2452,91.7678,98.6865,143.8874,232.2496,296.9234,264.0763,132.7846,85.6548,42.5835,74.4469,41.5862,19.0983,
2017-08-23-16-40-54,42.8591,192.7426,101.7153,92.2103,98.6960,143.6365,233.9953,295.6837,262.5286,132.8243,85.4951,42.4935,74.1802,41.9480,18.1504,
2017-09-23-15-57-13,3543.1194,5514.0566,7249.5967,8223.3906,7823.2837,7154.5566,6287.4712,4573.6279,3265.9412,3257.4639,1481.7578,680.2679,802.2807,562.3369,391.1663,
2017-09-23-16-00-05,3547.8999,5519.3228,7267.5859,8227.7119,7834.9619,7159.6807,6289.3535,4578.3721,3271.7671,3258.4741,1482.2454,681.2789,803.0131,563.5232,391.7942,
2017-09-23-16-16-09,3739.4229,5812.7217,7649.9224,8684.2852,8269.8193,7550.3232,6628.8066,4821.7695,3441.4607,3430.8530,1536.9907,695.4454,823.6342,574.2013,394.1667,
2017-09-26-13-36-17,362.9971,665.9153,890.8714,997.9500,926.2964,790.5749,636.0186,447.0840,296.1572,311.5456,98.5865,43.3485,58.8871,32.2965,14.5555,
2017-10-14-10-19-15,11000.0654,25654.9883,36347.9688,45618.8359,45765.0000,44339.7539,41579.3633,31826.5547,23901.3340,20515.6094,7919.6836,3308.7522,4330.0156,2509.1563,1159.7632,
2017-10-14-10-25-40,10989.8125,25603.3008,36300.1172,45537.9063,45741.4531,44280.2188,41542.1797,31809.9688,23850.6250,20495.1309,7919.6836,3326.5740,4321.2227,2513.7917,1156.5959,
2017-10-14-14-44-58,10935.8594,25477.9844,36153.3750,45356.4531,45552.3750,44108.4688,41375.5859,31659.4531,23756.2773,20381.0352,7884.0146,3304.3579,4304.3711,2507.2043,1155.6207,
2017-10-14-15-04-32,10930.7305,25503.5820,36167.5391,45393.4805,45518.0469,44092.3047,41355.0391,31627.9844,23751.6445,20384.2031,7888.4121,3308.0193,4319.5127,2515.2559,1160.2505,
2017-10-16-14-55-33,10978.3379,25478.2266,36215.3906,45444.9766,45601.4219,44133.2148,41471.4805,31745.0781,23770.9063,20497.8125,7874.7324,3326.5747,4314.8716,2507.6919,1157.8141,
2017-10-16-15-03-50,10955.6328,25426.7852,36122.3672,45283.8828,45406.9648,44018.8086,41338.4063,31699.2148,23677.7773,20395.6641,7861.5400,3320.4707,4290.4463,2513.5479,1158.0576,
2017-10-16-15-10-38,10975.6523,25489.6875,36196.5938,45362.8359,45524.9141,44122.9258,41454.1094,31698.4844,23740.6758,20446.8594,7849.0811,3330.7249,4286.7827,2512.8164,1159.0322,
2017-10-16-15-35-24,10928.0449,25366.8086,36079.8867,45185.0781,45362.0938,44021.2578,41284.8359,31634.8164,23662.9063,20363.2383,7863.4946,3312.1699,4291.1787,2500.1284,1156.8394,
