SerialNumber,Test Pass/Fail Status,errCode,errStr,TesterID,config,StartTime,EndTime,TestTime,INIT::TSTR_SW,INIT::LIGHT_SOURCE,INIT::SPECTROMETER,INIT::CG_SN,UNIF::INT_AVG,UNIF::INT_PCT_MAX,UNIF::INT_PCT_MIN,UNIF::INT_DRK_PXL_CNT_PCT,UNIF::INT_HOT_PXL_CNT_PCT,UNIF::EXT_PCT_MAX,UNIF::EXT_PCT_MIN,UNIF::LF_INT_PCT_MAX,UNIF::LF_INT_PCT_MIN,UNIF::LF_INT_DRK_PXL_CNT_PCT,UNIF::LF_INT_HOT_PXL_CNT_PCT,UNIF::LF_EXT_PCT_MAX,UNIF::LF_EXT_PCT_MIN,UNIF::HF_INT_PCT_MAX,UNIF::HF_INT_PCT_MIN,UNIF::HF_INT_DRK_PXL_CNT_PCT,UNIF::HF_INT_HOT_PXL_CNT_PCT,UNIF::HF_EXT_PCT_MAX,UNIF::HF_EXT_PCT_MIN,T::TP1_XPOS,T::TP1_YPOS,T::TP1_APOS,T::TP1_T_PCT_400,T::TP1_T_PCT_410,T::TP1_T_PCT_420,T::TP1_T_PCT_450,T::TP1_T_PCT_500,T::TP1_T_PCT_550,T::TP1_T_PCT_600,T::TP1_T_PCT_650,T::TP1_T_PCT_700,T::TP1_T_PCT_750,T::TP1_T_PCT_800,T::TP1_T_PCT_850,T::TP1_T_PCT_900,T::TP1_T_PCT_950,T::TP1_T_PCT_1000,T::TP1_T_PCT_1050,T::TP1_T_PCT_1100,T::TP1_TILT_400,T::TP1_TILT_450,T::TP1_TILT_500,T::TP1_TILT_550,T::TP1_TILT_600,T::TP1_TILT_650,T::TP1_TILT_700,T::TP1_TILT_750,T::TP1_TILT_800,T::TP1_TILT_850,T::TP1_TILT_900,T::TP1_TILT_950,T::TP1_TILT_1000,T::TP1_TILT_1050,T::TP1_TILT_1100,T::TP2_XPOS,T::TP2_YPOS,T::TP2_APOS,T::TP2_T_PCT_400,T::TP2_T_PCT_410,T::TP2_T_PCT_420,T::TP2_T_PCT_450,T::TP2_T_PCT_500,T::TP2_T_PCT_550,T::TP2_T_PCT_600,T::TP2_T_PCT_650,T::TP2_T_PCT_700,T::TP2_T_PCT_750,T::TP2_T_PCT_800,T::TP2_T_PCT_850,T::TP2_T_PCT_900,T::TP2_T_PCT_950,T::TP2_T_PCT_1000,T::TP2_T_PCT_1050,T::TP2_T_PCT_1100,T::TP2_TILT_400,T::TP2_TILT_450,T::TP2_TILT_500,T::TP2_TILT_550,T::TP2_TILT_600,T::TP2_TILT_650,T::TP2_TILT_700,T::TP2_TILT_750,T::TP2_TILT_800,T::TP2_TILT_850,T::TP2_TILT_900,T::TP2_TILT_950,T::TP2_TILT_1000,T::TP2_TILT_1050,T::TP2_TILT_1100,T::TP3_XPOS,T::TP3_YPOS,T::TP3_APOS,T::TP3_T_PCT_410,T::TP3_T_PCT_420,T::TP3_T_PCT_400,T::TP3_T_PCT_450,T::TP3_T_PCT_500,T::TP3_T_PCT_550,T::TP3_T_PCT_600,T::TP3_T_PCT_650,T::TP3_T_PCT_700,T::TP3_T_PCT_750,T::TP3_T_PCT_800,T::TP3_T_PCT_850,T::TP3_T_PCT_900,T::TP3_T_PCT_950,T::TP3_T_PCT_1000,T::TP3_T_PCT_1050,T::TP3_T_PCT_1100,T::TP3_TILT_400,T::TP3_TILT_450,T::TP3_TILT_500,T::TP3_TILT_550,T::TP3_TILT_600,T::TP3_TILT_650,T::TP3_TILT_700,T::TP3_TILT_750,T::TP3_TILT_800,T::TP3_TILT_850,T::TP3_TILT_900,T::TP3_TILT_950,T::TP3_TILT_1000,T::TP3_TILT_1050,T::TP3_TILT_1100,T::TP4_XPOS,T::TP4_YPOS,T::TP4_APOS,T::TP4_T_PCT_410,T::TP4_T_PCT_420,T::TP4_T_PCT_400,T::TP4_T_PCT_450,T::TP4_T_PCT_500,T::TP4_T_PCT_550,T::TP4_T_PCT_600,T::TP4_T_PCT_650,T::TP4_T_PCT_700,T::TP4_T_PCT_750,T::TP4_T_PCT_800,T::TP4_T_PCT_850,T::TP4_T_PCT_900,T::TP4_T_PCT_950,T::TP4_T_PCT_1000,T::TP4_T_PCT_1050,T::TP4_T_PCT_1100,T::TP4_TILT_400,T::TP4_TILT_450,T::TP4_TILT_500,T::TP4_TILT_550,T::TP4_TILT_600,T::TP4_TILT_650,T::TP4_TILT_700,T::TP4_TILT_750,T::TP4_TILT_800,T::TP4_TILT_850,T::TP4_TILT_900,T::TP4_TILT_950,T::TP4_TILT_1000,T::TP4_TILT_1050,T::TP4_TILT_1100,T::TP5_XPOS,T::TP5_YPOS,T::TP5_APOS,T::TP5_T_PCT_410,T::TP5_T_PCT_420,T::TP5_T_PCT_400,T::TP5_T_PCT_450,T::TP5_T_PCT_500,T::TP5_T_PCT_550,T::TP5_T_PCT_600,T::TP5_T_PCT_650,T::TP5_T_PCT_700,T::TP5_T_PCT_750,T::TP5_T_PCT_800,T::TP5_T_PCT_850,T::TP5_T_PCT_900,T::TP5_T_PCT_950,T::TP5_T_PCT_1000,T::TP5_T_PCT_1050,T::TP5_T_PCT_1100,T::TP5_TILT_400,T::TP5_TILT_450,T::TP5_TILT_500,T::TP5_TILT_550,T::TP5_TILT_600,T::TP5_TILT_650,T::TP5_TILT_700,T::TP5_TILT_750,T::TP5_TILT_800,T::TP5_TILT_850,T::TP5_TILT_900,T::TP5_TILT_950,T::TP5_TILT_1000,T::TP5_TILT_1050,T::TP5_TILT_1100,T::T_PCT_STDEV_400,T::T_PCT_STDEV_450,T::T_PCT_STDEV_500,T::T_PCT_STDEV_550,T::T_PCT_STDEV_600,T::T_PCT_STDEV_650,T::T_PCT_STDEV_700,T::T_PCT_STDEV_750,T::T_PCT_STDEV_800,T::T_PCT_STDEV_850,T::T_PCT_STDEV_900,T::T_PCT_STDEV_950,T::T_PCT_STDEV_1000,T::T_PCT_STDEV_1050,T::T_PCT_STDEV_1100,POST::FDR_POST_RESULT,POST::FDR_POST_TIME,POST::FDR_CONFIRM_RESULT,POST::FDR_CONFIRM_TIME
20363270571HL9501,PASS,0,,Machine04A_golden,,10/8/2016 18:24,10/8/2016 18:24,7.081,Version 16.8.10.12,LS,CAS140,20363270571HL9502112651136790158079699795743,196.261434,29.419211,-62.804715,18.854597,19.708385,28.909687,-92.866658,25.85254,-30.704674,18.592144,16.620495,16.6811,-74.523777,13.75716,-50.952445,0.988254,0.707979,13.75716,-50.952445,1475.590576,986.299805,0.004254,1.682424,1.824622,1.974198,2.375266,3.137878,3.979205,4.486641,5.342834,6.386498,8.886338,11.550799,13.391335,15.802492,17.945305,19.779633,21.169573,22.279198,42.280422,59.691982,78.856918,100,112.752213,134.268875,160.496857,223.319458,290.279114,336.532959,397.126923,450.977173,497.075043,532.005127,559.890686,1475.590576,986.299805,0.004254,1.661794,1.772878,1.898518,2.29123,3.042552,3.861173,4.37544,5.198467,6.247874,8.702207,11.349698,13.21373,15.560022,17.791317,19.562668,20.972141,22.053682,43.038574,59.340252,78.798637,100,113.318924,134.634399,161.812836,225.377274,293.944305,342.220612,402.986969,460.774933,506.65094,543.154663,571.165344,1475.590576,986.299805,0.004254,1.70574,1.85325,1.558339,2.232624,2.961891,3.736639,4.222943,5.040372,6.037213,8.449405,11.058959,12.898313,15.14407,17.341396,19.125193,20.532574,21.34078,41.704311,59.749527,79.266205,100,113.014496,134.890549,161.568024,226.123138,295.960083,345.184937,405.285919,464.09082,511.828796,549.493164,571.122437,1475.590576,986.299805,0.004254,1.768478,1.900048,1.643903,2.283368,3.003278,3.813602,4.292258,5.101808,6.122189,8.514914,11.151841,12.990458,15.302339,17.408588,19.229963,20.613316,21.490545,43.106316,59.874302,78.751755,100,112.551285,133.779236,160.535614,223.277451,292.422791,340.634857,401.256836,456.486755,504.246704,540.520935,563.52356,1475.590576,986.299805,0.004254,1.571572,1.698446,1.460496,2.049273,2.721502,3.478752,3.935626,4.700645,5.652482,7.965566,10.462729,12.251191,14.510584,16.648235,18.386391,19.74888,20.68935,41.983337,58.908264,78.23214,100,113.133263,135.124451,162.485916,228.977676,300.760956,352.171997,417.120361,478.569183,528.534058,567.700134,594.734802,0.091825,0.121482,0.155171,0.186978,0.20754,0.239281,0.277524,0.345861,0.41078,0.435019,0.490176,0.503862,0.532576,0.54584,0.626759,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270502HL950M,PASS,0,,Machine04A_golden,,10/8/2016 18:24,10/8/2016 18:24,7.102,Version 16.8.10.12,LS,CAS140,20363270502HL9502112651134764154081693776743,193.849931,31.029193,-44.802663,23.690563,22.781693,31.029193,-92.262056,30.51333,-32.421952,24.093966,21.587688,20.711934,-74.206852,13.9283,-34.562819,0.477926,0.434184,13.9283,-51.586296,1272.175049,976.802917,-0.002462,1.57412,1.717788,1.86977,2.272014,3.013116,3.86863,4.390307,5.244701,6.29365,8.781637,11.452062,13.324266,15.678266,17.877342,19.704098,21.09827,22.360125,40.689323,58.72916,77.885872,100,113.484787,135.569992,162.684189,226.996033,296.023682,344.418182,405.266571,462.110382,509.330078,545.367981,577.985596,1272.175049,976.802917,-0.002462,1.608036,1.740621,1.886905,2.286927,3.052494,3.893809,4.433835,5.277224,6.35043,8.846447,11.524107,13.415723,15.704812,17.969793,19.759108,21.202078,22.259781,41.297256,58.732384,78.393509,100,113.86882,135.528564,163.090439,227.192612,295.959717,344.539795,403.327698,461.49649,507.44928,544.507385,571.671082,1272.175049,976.802917,-0.002462,1.637394,1.761454,1.528544,2.132559,2.853902,3.656467,4.141936,4.950275,5.986878,8.37049,11.015336,12.835926,15.118549,17.287455,19.056284,20.454203,21.393646,41.803844,58.322929,78.050804,100,113.276985,135.384079,163.733948,228.922867,301.256226,351.04718,413.474182,472.791138,521.166504,559.397949,585.090576,1272.175049,976.802917,-0.002462,1.672754,1.808516,1.546158,2.202949,2.925109,3.754366,4.233907,5.071198,6.10626,8.499507,11.127747,12.988066,15.33672,17.451408,19.323423,20.676281,21.6325,41.182941,58.676994,77.912201,100,112.772881,135.074692,162.644241,226.389954,296.394836,345.945648,408.503571,464.829742,514.692078,550.726318,576.195801,1272.175049,976.802917,-0.002462,1.566453,1.687863,1.457505,2.053123,2.757048,3.529069,4.023204,4.82008,5.80709,8.171034,10.711343,12.563387,14.813843,16.996046,18.760029,20.129736,21.045132,41.299992,58.177464,78.12394,100,114.001846,136.582214,164.550201,231.535126,303.517517,355.997192,419.766327,481.60144,531.585815,570.397888,596.33667,0.056406,0.097881,0.119555,0.151557,0.170815,0.193792,0.222741,0.282231,0.33202,0.350864,0.378466,0.407202,0.425285,0.446136,0.563265,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270570HL9502,PASS,0,,Machine04A_golden,,10/8/2016 18:24,10/8/2016 18:24,7.08,Version 16.8.10.12,LS,CAS140,20363270570HL9502112651140783160080716802743,195.700041,29.790469,-52.478293,23.063587,22.921021,29.790469,-92.335209,28.768497,-29.994905,22.409073,22.076954,22.125677,-73.428723,13.796625,-49.565651,0.445525,0.946132,13.796625,-51.09861,1434.983765,977.590515,0.00426,1.477976,1.615469,1.763723,2.143795,2.874403,3.671161,4.17468,4.988521,6.006957,8.430126,11.037088,12.878185,15.187698,17.330666,19.096874,20.531004,21.277052,40.259094,58.395554,78.296837,100,113.715515,135.884003,163.625519,229.631042,300.642975,350.793213,413.70282,472.075836,520.186157,559.250916,579.572754,1434.983765,977.590515,0.00426,1.439931,1.604078,1.770439,2.152731,2.867636,3.67104,4.159664,4.97095,5.987979,8.389694,10.988486,12.814828,15.091613,17.304029,19.03676,20.442665,21.27915,39.224072,58.640903,78.115097,100,113.310242,135.409866,163.113983,228.537292,299.328979,349.078979,411.099152,471.365936,518.565918,556.863098,579.64917,1434.983765,977.590515,0.00426,1.568393,1.728833,1.410067,2.098007,2.802797,3.561989,4.040194,4.842307,5.825118,8.194236,10.781746,12.577881,14.797659,16.968443,18.69994,20.124907,20.883476,39.586498,58.899879,78.686295,100,113.42524,135.943909,163.535553,230.046661,302.688965,353.114014,415.432495,476.375519,524.985962,564.990784,586.287048,1434.983765,977.590515,0.00426,1.624142,1.778568,1.470238,2.157435,2.856705,3.653902,4.132887,4.936803,5.939217,8.302787,10.9216,12.746286,15.027186,17.120348,18.910759,20.303299,20.897629,40.237488,59.044693,78.182304,100,113.108871,135.110443,162.54451,227.230698,298.902405,348.840393,411.264099,468.549744,517.549683,555.660706,571.926331,1434.983765,977.590515,0.00426,1.484235,1.637972,1.326342,1.990147,2.647131,3.385569,3.832712,4.604204,5.563778,7.839929,10.343805,12.112513,14.34827,16.494759,18.168211,19.600342,20.230431,39.176327,58.783226,78.18866,100,113.207314,135.994965,164.338043,231.568985,305.526337,357.76886,423.806702,487.207855,536.63678,578.937805,597.548889,0.061303,0.070204,0.095169,0.122277,0.141533,0.158197,0.18242,0.236789,0.28014,0.308102,0.335443,0.340219,0.375532,0.3689,0.428254,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363271644HL9503,PASS,0,,Machine04A_golden,,10/8/2016 18:24,10/8/2016 18:24,7.071,Version 16.8.10.12,LS,CAS140,20363271644HL9502111651133774160079684806743,180.802398,32.741602,-70.133139,21.140543,22.067234,24.445252,-91.70365,23.892162,-41.372459,21.782099,16.960712,13.383452,-69.026959,13.82725,-53.649731,0.881328,0.136087,14.93343,-55.309001,1450.736572,985.302979,0.004782,1.527427,1.682732,1.839261,2.238435,2.987503,3.844052,4.34623,5.190952,6.242095,8.720576,11.380854,13.243551,15.608168,17.77528,19.560469,20.949741,22.102486,39.734814,58.231133,77.71756,100,113.063766,135.038574,162.38324,226.858978,296.064026,344.52063,406.034271,462.410034,508.850342,544.99115,574.978943,1450.736572,985.302979,0.004782,1.379405,1.550368,1.719681,2.109756,2.828634,3.658128,4.151134,4.970549,5.993512,8.410677,11.043608,12.889555,15.179381,17.423105,19.132812,20.611145,21.561823,37.707943,57.673092,77.324623,100,113.476982,135.876831,163.840927,229.91748,301.892273,352.353821,414.949371,476.284637,523.021912,563.434143,589.422241,1450.736572,985.302979,0.004782,1.591514,1.750885,1.432977,2.145074,2.857809,3.681634,4.160826,4.983857,5.995511,8.410671,11.057792,12.910959,15.166578,17.335808,19.099791,20.517788,21.340927,38.922318,58.264194,77.623383,100,113.015747,135.370789,162.849182,228.449417,300.350128,350.685577,411.952362,470.87265,518.785706,557.301147,579.659119,1450.736572,985.302979,0.004782,1.469419,1.588816,1.356071,1.952034,2.615746,3.373399,3.830215,4.599888,5.560558,7.838427,10.371504,12.146843,14.353223,16.399063,18.121553,19.586296,20.306091,40.198963,57.865501,77.540367,100,113.541702,136.357651,164.83548,232.359909,307.449646,360.077271,425.482513,486.128754,537.189697,580.610107,601.94751,1450.736572,985.302979,0.004782,1.358666,1.481432,1.244175,1.818815,2.455561,3.203595,3.638573,4.391181,5.329763,7.5796,10.046015,11.784414,14.042433,16.149773,17.814495,19.273626,20.127993,38.836842,56.774185,76.650169,100,113.577827,137.070435,166.368225,236.596725,313.585724,367.849731,438.333618,504.114105,556.078308,601.625,628.294006,0.103973,0.166675,0.211499,0.258189,0.284962,0.323724,0.36967,0.467728,0.550746,0.605208,0.648169,0.702758,0.740909,0.718712,0.844194,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270571HL9501,PASS,0,,Machine04A_golden,,10/8/2016 18:24,10/8/2016 18:24,7.088,Version 16.8.10.12,LS,CAS140,20363270571HL9502112651136790158079699795743,196.035788,29.568179,-62.761901,18.979343,19.44755,29.058068,-92.858447,25.997402,-31.135023,18.776833,16.306196,16.815405,-75.004564,13.772995,-51.011094,0.988254,0.71932,13.772995,-51.011094,1477.234009,986.275452,0.004301,1.703679,1.828985,1.973122,2.373978,3.128061,3.982283,4.496651,5.339731,6.380695,8.881693,11.538971,13.401882,15.787214,17.976881,19.76683,21.200779,21.99155,42.781471,59.613503,78.549423,100,112.916412,134.087173,160.227066,223.030167,289.75769,336.537659,396.436249,451.421448,496.369324,532.377502,552.234741,1477.234009,986.275452,0.004301,1.624921,1.757676,1.900802,2.297752,3.038124,3.867287,4.370217,5.202981,6.247279,8.70255,11.334229,13.2061,15.542881,17.805485,19.544096,20.988323,21.68581,42.017078,59.4151,78.559563,100,113.004745,134.538284,161.541672,225.029877,293.079651,341.48233,401.906647,460.412842,505.36972,542.714478,560.75,1477.234009,986.275452,0.004301,1.704774,1.847607,1.573847,2.233364,2.950453,3.754726,4.231513,5.023409,6.049058,8.439118,11.065252,12.883775,15.149369,17.361521,19.119137,20.532061,21.212246,41.916416,59.481407,78.579697,100,112.698303,133.78894,161.105164,224.759857,294.701965,343.134857,403.47467,462.391083,509.201874,546.832397,564.947815,1477.234009,986.275452,0.004301,1.751154,1.894329,1.620516,2.275862,2.997036,3.796815,4.298571,5.096176,6.121213,8.513061,11.148983,13.001095,15.288639,17.44104,19.229206,20.605526,21.455612,42.680927,59.941345,78.935539,100,113.215172,134.222397,161.219681,224.215836,293.640411,342.421082,402.670105,459.359741,506.456238,542.705566,565.095032,1477.234009,986.275452,0.004301,1.570078,1.69969,1.452003,2.051685,2.707557,3.475141,3.939332,4.684876,5.652289,7.959216,10.468818,12.238276,14.508864,16.652534,18.368715,19.751101,20.41997,41.78257,59.038895,77.91214,100,113.357475,134.811111,162.6492,229.032867,301.248718,352.16629,417.504303,479.190155,528.574646,568.353943,587.601196,0.092538,0.120276,0.157677,0.188603,0.207976,0.245771,0.275446,0.347504,0.402779,0.44251,0.483512,0.511811,0.533378,0.555832,0.595692,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270502HL950M,PASS,0,,Machine04A_golden,,10/8/2016 18:25,10/8/2016 18:25,7.087,Version 16.8.10.12,LS,CAS140,20363270502HL9502112651134764154081693776743,193.661628,31.156596,-45.265357,24.077765,22.852976,31.156596,-92.254532,30.640232,-32.872608,24.473066,21.681652,20.312941,-72.632679,13.941843,-34.08006,0.455245,0.455245,13.941843,-51.636455,1253.130127,975.71875,-0.003204,1.587409,1.722211,1.869487,2.266015,3.026569,3.869394,4.388157,5.244477,6.296795,8.769582,11.431734,13.31301,15.657907,17.884718,19.656372,21.140888,22.012907,41.024738,58.562531,78.218178,100,113.406822,135.53743,162.733368,226.639679,295.439911,344.059326,404.660461,462.209808,507.996185,546.361755,568.898071,1253.130127,975.71875,-0.003204,1.609362,1.746584,1.886087,2.291471,3.048693,3.906947,4.425745,5.284842,6.355857,8.851251,11.538408,13.423352,15.71169,17.999887,19.736088,21.196503,22.17358,41.192318,58.651203,78.032616,100,113.27887,135.267838,162.680923,226.551605,295.330566,343.576538,402.147522,460.714966,505.153748,542.533752,567.54248,1253.130127,975.71875,-0.003204,1.607524,1.754137,1.464404,2.129941,2.850231,3.631662,4.142201,4.949848,5.980519,8.355448,10.987345,12.819207,15.081266,17.245567,19.017059,20.449371,21.343262,40.323238,58.64922,78.482834,100,114.057991,136.297028,164.677185,230.072281,302.543152,352.984558,415.271759,474.867065,523.646179,563.085754,587.699585,1253.130127,975.71875,-0.003204,1.670612,1.805995,1.547696,2.192361,2.919513,3.72481,4.221584,5.056859,6.078297,8.474802,11.088953,12.962389,15.295812,17.458084,19.256676,20.622459,21.554394,41.551018,58.858334,78.380196,100,113.336884,135.761536,163.184067,227.523071,297.7052,348.001343,410.646729,468.697296,516.98407,553.651306,578.670959,1253.130127,975.71875,-0.003204,1.537291,1.686182,1.393102,2.053823,2.739578,3.532311,4.004085,4.799316,5.790396,8.146709,10.699594,12.536628,14.795978,16.979052,18.689421,20.108339,20.996933,39.438828,58.143883,77.557686,100,113.355949,135.869019,163.926559,230.633972,302.906311,354.912933,418.875275,480.678284,529.098999,569.268677,594.424805,0.090125,0.097696,0.127761,0.157697,0.174603,0.202753,0.231728,0.291755,0.340324,0.36243,0.387015,0.428623,0.438105,0.463607,0.482145,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270570HL9502,PASS,0,,Machine04A_golden,,10/8/2016 18:25,10/8/2016 18:25,7.073,Version 16.8.10.12,LS,CAS140,20363270570HL9502112651140783160080716802743,195.118477,30.177318,-52.84916,23.005264,23.253138,30.177318,-91.799854,29.1523,-31.323777,22.503038,22.737949,25.564736,-69.761962,13.837746,-46.63833,0.489267,0.745241,13.837746,-51.250913,1385.643311,974.917542,0.002448,1.491818,1.619803,1.752538,2.13929,2.856125,3.675889,4.142952,4.978826,5.984319,8.410419,11.010519,12.840637,15.141472,17.316557,19.049635,20.446819,21.348707,40.583858,58.197891,77.698898,100,112.706123,135.445496,162.79924,228.799576,299.533508,349.320587,411.913208,471.084869,518.232056,556.241455,580.776672,1385.643311,974.917542,0.002448,1.504811,1.628147,1.759595,2.148329,2.87057,3.654978,4.1346,4.976286,5.966926,8.376458,10.972264,12.812451,15.065063,17.285257,18.98695,20.410944,21.316469,41.171555,58.778183,78.538635,100,113.122437,136.150925,163.254776,229.179459,300.200592,350.548004,412.179321,472.923706,519.481934,558.442383,583.217468,1385.643311,974.917542,0.002448,1.581641,1.719239,1.447853,2.095089,2.787709,3.568224,4.021611,4.843138,5.816343,8.1873,10.757994,12.580273,14.794418,16.974331,18.681217,20.071606,20.897577,40.576283,58.71516,78.125931,100,112.70623,135.729645,163.003845,229.450256,301.494324,352.563934,414.615692,475.708069,523.543762,562.509644,585.657593,1385.643311,974.917542,0.002448,1.631175,1.780023,1.48952,2.157663,2.861548,3.659841,4.118429,4.946717,5.933878,8.31319,10.901902,12.742546,15.021161,17.155079,18.880878,20.273325,21.070608,40.69902,58.955105,78.187752,100,112.530258,135.162048,162.134842,227.146194,297.879089,348.172089,410.432068,468.738312,515.893372,553.940002,575.72467,1385.643311,974.917542,0.002448,1.496755,1.61377,1.394091,1.965728,2.633919,3.371664,3.805624,4.587615,5.51973,7.802682,10.287949,12.052788,14.298063,16.455294,18.115723,19.505598,20.36364,41.347275,58.30143,78.119255,100,112.870811,136.063843,163.709366,231.419327,305.12973,357.472992,424.065491,488.046692,537.293274,578.515503,603.964111,0.045347,0.079451,0.09954,0.12703,0.142181,0.165399,0.192869,0.247299,0.294693,0.325203,0.341776,0.352149,0.377439,0.384855,0.40068,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270571HL9501,PASS,0,,Machine04A_golden,,10/8/2016 18:25,10/8/2016 18:25,7.089,Version 16.8.10.12,LS,CAS140,20363270571HL9502112651136790158079699795743,192.654127,31.842491,-54.841352,24.105307,26.334549,31.842491,-93.252156,29.766231,-36.155014,23.97246,23.431349,20.942127,-75.603949,14.014753,-51.906492,1.001215,0.498987,14.014753,-51.906492,1197.528687,968.64032,-0.006726,1.708416,1.838463,1.981721,2.37958,3.14954,3.990216,4.505265,5.345315,6.390396,8.886865,11.525638,13.376846,15.770147,17.95516,19.756969,21.232925,22.07477,42.815132,59.635384,78.931572,100,112.907814,133.960556,160.151642,222.7164,288.847504,335.241211,395.220459,449.979675,495.135406,532.124756,553.222534,1197.528687,968.64032,-0.006726,1.636961,1.766759,1.910223,2.300862,3.043718,3.859732,4.372563,5.190376,6.220657,8.689394,11.330484,13.195218,15.495826,17.705395,19.498241,20.920982,21.824865,42.411266,59.611946,78.858276,100,113.286682,134.475021,161.168091,225.12944,293.556213,341.868744,401.474091,458.720764,505.170837,542.031982,565.450256,1197.528687,968.64032,-0.006726,1.65377,1.794333,1.519701,2.159244,2.856807,3.638319,4.130327,4.915464,5.915237,8.269245,10.885531,12.718852,14.972106,17.100807,18.915199,20.333487,21.003866,41.769329,59.347309,78.519989,100,113.522957,135.102631,162.581604,227.282043,299.191254,349.580505,411.511719,470.019531,519.888489,558.870422,577.295959,1197.528687,968.64032,-0.006726,1.650898,1.771567,1.546945,2.124337,2.81993,3.58424,4.06865,4.835718,5.819781,8.141722,10.686929,12.504489,14.800035,16.915686,18.686752,20.073389,20.971655,43.159641,59.268826,78.675827,100,113.514999,134.916153,162.371429,227.153366,298.164459,348.874237,412.919769,471.946289,521.358887,560.045959,585.107483,1197.528687,968.64032,-0.006726,1.615611,1.75284,1.491385,2.101869,2.785656,3.536137,4.005376,4.780815,5.718182,8.060614,10.561053,12.368121,14.628655,16.735373,18.486938,19.874428,20.891169,42.175549,59.43969,78.776794,100,113.269806,135.198792,161.707001,227.949661,298.660736,349.763611,413.690247,473.267029,522.800354,562.037781,590.790649,0.089881,0.121006,0.157663,0.194573,0.213073,0.243283,0.282559,0.360318,0.415116,0.437045,0.481849,0.523981,0.539934,0.573287,0.553221,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
